gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSMUSG00000002064	185.9772	0.0001234543	0.05904841	0.9937983	0.9995253
ENSMUSG00000002068	38.51399	0.01103068	0.069351	0.2816925	0.9458733
ENSMUSG00000002076	1.218149	-0.0004823267	0.07075804	0.825274	NA
ENSMUSG00000002083	26.59568	0.008753482	0.06669362	0.4774162	0.9833475
ENSMUSG00000002100	1.859185	0.0001985127	0.06944151	0.9650638	NA
ENSMUSG00000002102	570.7924	0.006301222	0.06041097	0.6922064	0.9945077
ENSMUSG00000002103	535.4145	-0.005375852	0.04272872	0.7443041	0.9953725
ENSMUSG00000002104	4.635908	0.005860658	0.06989781	0.2992656	NA
ENSMUSG00000002105	94.32518	0.009526183	0.06413713	0.5185279	0.9833475
ENSMUSG00000002107	3707.372	-0.04849758	0.09072291	0.01368182	0.6002293
ENSMUSG00000002108	16.32907	-0.003161924	0.06849749	0.6747289	0.9925851
ENSMUSG00000002109	79.56941	-0.01129646	0.06500486	0.4462431	0.9785223
ENSMUSG00000002111	15.22529	-0.007065845	0.06974284	0.2965566	0.9540687
ENSMUSG00000002129	400.5774	0.003271261	0.05637092	0.8456614	0.9959254
ENSMUSG00000002147	46.3019	-0.006661836	0.06665447	0.5634174	0.9863285
ENSMUSG00000002190	48.17609	-0.0190995	0.0711496	0.1745466	0.8976294
ENSMUSG00000002204	0.2354958	0.0001549113	0.07559475	0.9064236	NA
ENSMUSG00000002205	100.8241	-0.002938527	0.0584194	0.8562762	0.9967895
ENSMUSG00000002210	139.3671	-0.004072277	0.06189845	0.783398	0.9959254
ENSMUSG00000002221	296.4833	-0.001892878	0.06403208	0.8850073	0.9976529
ENSMUSG00000002222	1391.451	-0.01898137	0.06468879	0.2989319	0.9540687
ENSMUSG00000002227	60.94953	-0.001127128	0.06499948	0.9261688	0.9983069
ENSMUSG00000002228	1.974643	0.005119367	0.07070948	0.2103641	NA
ENSMUSG00000002233	36.27339	0.01738869	0.07268587	0.1011334	0.8364967
ENSMUSG00000002249	9.042166	0.01574438	0.07292525	0.06857755	NA
ENSMUSG00000002250	32.76723	-0.01728191	0.0722074	0.1233448	0.8633065
ENSMUSG00000002257	6.194023	0.009059265	0.07098884	0.1295822	NA
ENSMUSG00000002265	5048.296	0.04291416	0.08090652	0.06670316	0.8043839
ENSMUSG00000002266	29.48513	0.01412867	0.07281268	0.0583299	0.7912555
ENSMUSG00000002274	145.3694	0.004150686	0.06413086	0.7551055	0.9955018
ENSMUSG00000002279	151.2895	-0.007777737	0.06193535	0.616446	0.991194
ENSMUSG00000002280	152.2217	-0.009287562	0.06415653	0.5264057	0.9833475
ENSMUSG00000002289	16.788	-0.002845077	0.06748406	0.7593625	0.9958846
ENSMUSG00000002297	10.74735	-0.008020974	0.06912398	0.352137	0.9678929
ENSMUSG00000002307	118.9988	0.01292809	0.06489174	0.4067173	0.975772
ENSMUSG00000002308	71.82256	-0.01807483	0.07016454	0.206371	0.9156811
ENSMUSG00000002319	420.1316	0.01351819	0.06348521	0.4150358	0.975772
ENSMUSG00000002320	175.0906	0.003914214	0.05763718	0.8130173	0.9959254
ENSMUSG00000002324	46.66846	0.006922562	0.06560574	0.5860199	0.9896511
ENSMUSG00000002325	60.69986	0.01694663	0.06999704	0.215123	0.9186468
ENSMUSG00000002326	69.53922	0.016964	0.06874655	0.2535318	0.9373433
ENSMUSG00000002329	158.086	-0.007162159	0.05649975	0.6775868	0.9925851
ENSMUSG00000002332	219.7202	0.003622482	0.06023023	0.8163266	0.9959254
ENSMUSG00000002341	1404.775	-0.004571069	0.05781026	0.7826455	0.9959254
ENSMUSG00000002342	122.3579	-0.005926924	0.06306432	0.6814717	0.9926557
ENSMUSG00000002343	102.4438	-0.004950487	0.06039519	0.7524797	0.9955018
ENSMUSG00000002345	79.94628	0.01114308	0.0633113	0.4809168	0.9833475
ENSMUSG00000002346	107.5474	-0.008763427	0.06738457	0.4482802	0.9789408
ENSMUSG00000002365	72.0459	0.003833971	0.0589345	0.8121414	0.9959254
ENSMUSG00000002372	383.3258	0.0009720965	0.04817022	0.9549212	0.9983069
ENSMUSG00000002379	229.4986	-0.007582321	0.05824315	0.653629	0.9918021
ENSMUSG00000002384	0.4733406	0.0004414953	0.07418619	0.7602755	NA
ENSMUSG00000002393	139.0002	0.02818839	0.07063904	0.1628356	0.8976294
ENSMUSG00000002395	265.4455	0.004675596	0.05665484	0.7816734	0.9959254
ENSMUSG00000002396	120.1655	0.02466326	0.07381942	0.1187723	0.8633065
ENSMUSG00000002409	144.1364	0.003667673	0.06258215	0.7981979	0.9959254
ENSMUSG00000002413	1953.154	-0.05811464	0.08895749	0.03446148	0.6986665
ENSMUSG00000002416	328.4042	-0.01264194	0.06450569	0.420622	0.975772
ENSMUSG00000002428	307.9272	-0.02243581	0.06723867	0.2325285	0.9331619
ENSMUSG00000002455	398.5307	0.006476103	0.05483163	0.7096209	0.9945077
ENSMUSG00000002458	57.40057	-0.001507668	0.06566133	0.8957193	0.9983069
ENSMUSG00000002459	140.2117	0.005319274	0.06504159	0.6771336	0.9925851
ENSMUSG00000002475	241.8077	0.01594792	0.06237478	0.3735866	0.9710376
ENSMUSG00000002477	136.9026	0.01677245	0.06637357	0.3079297	0.9557403
ENSMUSG00000002486	49.76438	0.02487986	0.07293231	0.137889	0.8817938
ENSMUSG00000002489	1439.254	0.01453726	0.05740497	0.4337781	0.9768731
ENSMUSG00000002496	737.365	0.0143899	0.05802224	0.4356763	0.977156
ENSMUSG00000002500	0.7883141	-0.0002888339	0.07087575	0.8897961	NA
ENSMUSG00000002504	109.0937	0.0258285	0.07034246	0.1758381	0.8976294
ENSMUSG00000002524	665.0645	0.01436738	0.052967	0.4409636	0.9782461
ENSMUSG00000002546	531.0429	0.01783432	0.06152409	0.3429234	0.9656154
ENSMUSG00000002550	216.3588	0.01862074	0.06450506	0.3060819	0.9551794
ENSMUSG00000002565	1.220594	-0.002450341	0.07043706	0.430209	NA
ENSMUSG00000002578	77.85085	0.0009035977	0.06766285	0.9174733	0.9983069
ENSMUSG00000002580	166.5929	-0.006416193	0.05891584	0.6972696	0.9945077
ENSMUSG00000002588	0.2215395	0	0.07548602	1	NA
ENSMUSG00000002602	275.5407	0.03616984	0.07999102	0.06424588	0.7980898
ENSMUSG00000002603	10.06844	-0.0009822996	0.06858708	0.8867972	0.9978146
ENSMUSG00000002608	129.0822	-0.004515264	0.06657479	0.6800887	0.9926557
ENSMUSG00000002617	267.5519	-0.02281535	0.0702892	0.1884643	0.9002538
ENSMUSG00000002625	494.0392	0.01793181	0.05502503	0.3540888	0.9678929
ENSMUSG00000002633	8.843805	0.004602485	0.06942222	0.4430154	NA
ENSMUSG00000002635	62.69906	0.01203062	0.06600241	0.4039881	0.975772
ENSMUSG00000002658	197.9284	0.04002414	0.08074739	0.06557978	0.8026293
ENSMUSG00000002660	165.0375	0.01178094	0.0611789	0.4875053	0.9833475
ENSMUSG00000002661	47.86344	0.004340501	0.06456815	0.738034	0.9953725
ENSMUSG00000002664	0.04310714	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000002668	3.900503	0.0002728265	0.06953501	0.9487931	NA
ENSMUSG00000002679	97.91109	-0.03556989	0.0778324	0.08555127	0.8189259
ENSMUSG00000002688	91.07424	-0.01292105	0.06622997	0.3780774	0.9734482
ENSMUSG00000002699	23.52124	0.003540111	0.06804922	0.6772855	0.9925851
ENSMUSG00000002718	414.7069	-0.004177356	0.04600983	0.8063959	0.9959254
ENSMUSG00000002728	249.0745	-0.01724307	0.06718225	0.2867152	0.948585
ENSMUSG00000002731	78.84103	0.02797473	0.07688411	0.07148272	0.8078312
ENSMUSG00000002732	10.10952	-0.007168616	0.06948629	0.3311753	0.9602468
ENSMUSG00000002733	221.4428	0.001835496	0.05218451	0.915372	0.9983069
ENSMUSG00000002741	322.7955	0.04823254	0.07985647	0.06692925	0.8057425
ENSMUSG00000002748	1194.308	-0.001791192	0.04595931	0.9159817	0.9983069
ENSMUSG00000002763	336.0054	0.01882759	0.06111459	0.3269627	0.9598604
ENSMUSG00000002767	128.1763	0.01773248	0.06543151	0.3084535	0.9557403
ENSMUSG00000002768	156.123	0.004908162	0.06103574	0.7498596	0.9953725
ENSMUSG00000002769	0.7701197	-0.0004556054	0.07135872	0.8106023	NA
ENSMUSG00000002771	33.84635	0.009843617	0.06953265	0.2805694	0.9446048
ENSMUSG00000002778	179.6874	-0.0002878484	0.05652158	0.9862044	0.9986147
ENSMUSG00000002781	105.148	-0.00593777	0.05965379	0.7132202	0.9945077
ENSMUSG00000002791	0.7608577	0.00183246	0.07129451	0.441875	NA
ENSMUSG00000002797	85.82654	0.02082311	0.07232131	0.1423596	0.8817938
ENSMUSG00000002799	174.1967	0.02077702	0.06436023	0.2770691	0.9418056
ENSMUSG00000002803	226.3609	0.007563506	0.05096972	0.6688897	0.9925851
ENSMUSG00000002804	15.59749	-0.001668279	0.06749715	0.8541045	0.9967687
ENSMUSG00000002808	652.4187	-0.002729444	0.04899229	0.8745541	0.9970857
ENSMUSG00000002812	333.6071	0.06071691	0.0913221	0.02794969	0.6853939
ENSMUSG00000002814	58.67986	0.009042963	0.06440738	0.5301263	0.9833475
ENSMUSG00000002820	113.9605	-0.007409492	0.06242932	0.6253049	0.9918021
ENSMUSG00000002825	35.11336	-0.006259119	0.06714398	0.5617613	0.9863285
ENSMUSG00000002831	58.27435	-0.0727413	0.12802203	0.0001822749	0.1335861
ENSMUSG00000002833	291.5342	0.01805272	0.06574988	0.2995717	0.9540687
ENSMUSG00000002835	24.51015	-0.003800277	0.06688387	0.7141175	0.9945077
ENSMUSG00000002844	263.3543	0.006509913	0.05310031	0.7106652	0.9945077
ENSMUSG00000002845	66.68888	-0.00517322	0.06531643	0.6785586	0.9925851
ENSMUSG00000002846	88.91024	-0.0009662989	0.05544859	0.954349	0.9983069
ENSMUSG00000002847	8.401263	-0.004476643	0.06890793	0.5303683	NA
ENSMUSG00000002870	26.31169	-0.00259187	0.06550665	0.8259683	0.9959254
ENSMUSG00000002871	137.2987	0.02472474	0.0711384	0.1689711	0.8976294
ENSMUSG00000002881	190.4668	-0.007096813	0.06238176	0.6388695	0.9918021
ENSMUSG00000002885	54.16293	0.0126786	0.06740306	0.3493292	0.9678659
ENSMUSG00000002897	38.99281	0.02015036	0.07125901	0.1719991	0.8976294
ENSMUSG00000002900	443.9551	-0.001674489	0.06235461	0.9067116	0.9983069
ENSMUSG00000002908	38.13585	-0.002254303	0.06425673	0.8616276	0.9968315
ENSMUSG00000002910	56.17339	0.003580185	0.06025761	0.8182413	0.9959254
ENSMUSG00000002930	2.840582	0.004802833	0.07021069	0.2822713	NA
ENSMUSG00000002944	5.831739	-5.313283e-05	0.06908538	0.9924072	NA
ENSMUSG00000002948	430.1837	-0.008381239	0.05665398	0.629951	0.9918021
ENSMUSG00000002949	331.6018	-0.004881803	0.05590481	0.7745614	0.9959254
ENSMUSG00000002957	1615.516	0.0006268261	0.0417129	0.9691521	0.9983069
ENSMUSG00000002963	85.94085	0.010707	0.06627603	0.4306704	0.975772
ENSMUSG00000002968	147.0513	0.003089374	0.06043214	0.8415039	0.9959254
ENSMUSG00000002980	70.51752	0.02652151	0.07498742	0.1018153	0.8370921
ENSMUSG00000002981	1033.689	-0.004169843	0.05169303	0.8106448	0.9959254
ENSMUSG00000002983	23.9264	0.009305195	0.06635542	0.4705707	0.9833475
ENSMUSG00000002984	246.3022	0.01212069	0.06107581	0.4786204	0.9833475
ENSMUSG00000002985	5876.316	0.03055824	0.07364998	0.1272492	0.8696748
ENSMUSG00000002992	0.02967808	0.0001546253	0.07559435	0.9065953	NA
ENSMUSG00000002996	262.445	-0.002375847	0.06064685	0.8764838	0.9970857
ENSMUSG00000002997	1151.511	-0.02073715	0.06705864	0.2505816	0.9358582
ENSMUSG00000003031	267.3911	-0.005080759	0.05072299	0.7711764	0.995925
ENSMUSG00000003032	11.86911	-0.006029788	0.06907665	0.4239886	0.975772
ENSMUSG00000003033	258.6271	0.01214461	0.05570085	0.505119	0.9833475
ENSMUSG00000003037	187.0491	0.002043859	0.06549734	0.8616848	0.9968315
ENSMUSG00000003038	648.21	-0.0129717	0.05181384	0.4801607	0.9833475
ENSMUSG00000003039	341.9752	0.00492601	0.05257452	0.7774355	0.9959254
ENSMUSG00000003051	0.1704056	0.0003459388	0.07587306	0.7947649	NA
ENSMUSG00000003062	264.9576	0.01025325	0.0587435	0.5537967	0.9860059
ENSMUSG00000003068	230.6562	0.04115476	0.07454449	0.09658424	0.8330444
ENSMUSG00000003070	24.41866	0.01352943	0.06831625	0.303276	0.9540687
ENSMUSG00000003072	466.8357	0.006429354	0.05330522	0.7137628	0.9945077
ENSMUSG00000003099	351.2088	-0.01091667	0.06069755	0.5181276	0.9833475
ENSMUSG00000003119	442.8177	-0.005963445	0.06089033	0.7030544	0.9945077
ENSMUSG00000003123	67.13543	-0.0006189836	0.06370394	0.9628327	0.9983069
ENSMUSG00000003131	1334.426	-0.01082123	0.04905407	0.5446522	0.9837023
ENSMUSG00000003134	563.9369	-0.01401852	0.06847211	0.2912582	0.9532028
ENSMUSG00000003135	161.5321	-0.006818335	0.05319999	0.6980792	0.9945077
ENSMUSG00000003153	1196.196	-0.005574321	0.05533135	0.746107	0.9953725
ENSMUSG00000003154	218.5568	-0.01918512	0.06474048	0.2955077	0.9540687
ENSMUSG00000003161	243.2835	0.0161498	0.06143999	0.3767729	0.9731854
ENSMUSG00000003166	827.9615	0.01014742	0.04815737	0.5661752	0.9869917
ENSMUSG00000003178	305.7423	-0.006235055	0.06271295	0.6720693	0.9925851
ENSMUSG00000003184	77.76911	-0.004997471	0.06226477	0.7347514	0.9953725
ENSMUSG00000003190	5.396609	-0.007867532	0.07027173	0.2092727	NA
ENSMUSG00000003198	55.81217	-0.02153421	0.07327852	0.1166017	0.8633065
ENSMUSG00000003199	292.5786	0.01261345	0.05616014	0.4900887	0.9833475
ENSMUSG00000003200	124.9725	-0.002618754	0.06090746	0.8630138	0.9968315
ENSMUSG00000003206	3.985796	0.004862675	0.06992901	0.3293153	NA
ENSMUSG00000003208	31.49241	0.001051145	0.06543816	0.9284877	0.9983069
ENSMUSG00000003226	2620.699	-0.05191697	0.08212095	0.05635161	0.7815417
ENSMUSG00000003227	3.804199	-0.002154506	0.06947779	0.653054	NA
ENSMUSG00000003228	94.94623	-0.002955722	0.06415721	0.8214801	0.9959254
ENSMUSG00000003233	80.99704	-0.006275398	0.0668816	0.5726009	0.988898
ENSMUSG00000003234	411.8517	0.0312353	0.0709904	0.1471286	0.8817938
ENSMUSG00000003235	349.036	0.01142633	0.05719325	0.523186	0.9833475
ENSMUSG00000003269	264.3702	0.01512904	0.06242297	0.3904642	0.9751418
ENSMUSG00000003271	18.39134	-0.01005168	0.06917123	0.3077156	0.9557403
ENSMUSG00000003273	835.9751	-0.008471507	0.05982399	0.6095644	0.9907391
ENSMUSG00000003279	1310.051	0.002957137	0.05821233	0.8559748	0.9967687
ENSMUSG00000003282	83.47117	-0.0188788	0.0710542	0.1774346	0.8976294
ENSMUSG00000003283	10.74964	-0.001799553	0.06738615	0.8460295	0.9961045
ENSMUSG00000003299	121.8615	-0.0007611034	0.05539316	0.9640488	0.9983069
ENSMUSG00000003308	410.8526	0.003438075	0.05303791	0.8424048	0.9959254
ENSMUSG00000003309	2.102711	-0.001348529	0.07003659	0.6718226	NA
ENSMUSG00000003316	1862.514	0.00165711	0.04757901	0.9230601	0.9983069
ENSMUSG00000003341	1.156123	-0.0001764225	0.07189987	0.9176938	NA
ENSMUSG00000003344	338.7492	0.008045953	0.05324803	0.6498051	0.9918021
ENSMUSG00000003345	469.3055	0.008359666	0.05147635	0.6382329	0.9918021
ENSMUSG00000003346	362.1946	-0.0189426	0.06025264	0.3283353	0.9602183
ENSMUSG00000003348	54.11047	0.01391121	0.06585213	0.3663179	0.9705954
ENSMUSG00000003352	474.1731	-0.009856142	0.05619907	0.5783209	0.9892007
ENSMUSG00000003354	14.54764	0.003225687	0.06834998	0.6811906	0.9926557
ENSMUSG00000003355	1.313771	0.003643864	0.07277591	0.1884412	NA
ENSMUSG00000003360	420.286	0.04217629	0.08058019	0.0685059	0.8078312
ENSMUSG00000003363	1633.344	0.00971002	0.04911009	0.5847015	0.9892007
ENSMUSG00000003378	933.9546	-0.02903385	0.07650079	0.08505858	0.8174778
ENSMUSG00000003379	0.3163579	0.0001223104	0.07523826	0.9269087	NA
ENSMUSG00000003380	411.0472	-0.008849749	0.06281669	0.5641582	0.9863285
ENSMUSG00000003382	297.6277	0.004900496	0.05289228	0.7783168	0.9959254
ENSMUSG00000003402	283.3254	0.004806125	0.0570861	0.7746293	0.9959254
ENSMUSG00000003410	891.243	0.002734038	0.04799761	0.873849	0.9970857
ENSMUSG00000003411	192.7794	-0.005533204	0.06292193	0.7017371	0.9945077
ENSMUSG00000003418	35.77833	0.005433537	0.06834075	0.5304231	0.9833475
ENSMUSG00000003420	63.99227	0.002587246	0.06032896	0.8670221	0.9970857
ENSMUSG00000003421	170.1842	0.009198148	0.06532021	0.5040375	0.9833475
ENSMUSG00000003423	68.61015	0.003289401	0.06181907	0.8236195	0.9959254
ENSMUSG00000003429	747.6828	-0.006182741	0.05575544	0.7195951	0.9945077
ENSMUSG00000003435	618.9509	0.0730221	0.09094717	0.02537867	0.6690219
ENSMUSG00000003436	6.358454	5.706706e-05	0.06898004	0.9922459	NA
ENSMUSG00000003437	286.9861	0.02423247	0.0741723	0.1084131	0.8534209
ENSMUSG00000003438	92.48168	0.006348949	0.06257031	0.668787	0.9925851
ENSMUSG00000003444	61.75475	-0.009389008	0.0635398	0.5338009	0.9833475
ENSMUSG00000003452	650.7463	-0.01791019	0.0634447	0.3274897	0.9602183
ENSMUSG00000003458	294.1268	0.005289303	0.04973563	0.7618498	0.9958846
ENSMUSG00000003464	418.3709	-0.01440079	0.05959682	0.4284287	0.975772
ENSMUSG00000003469	1656.489	-0.00170214	0.05604503	0.9192275	0.9983069
ENSMUSG00000003476	11.76458	0.007371012	0.06941353	0.3356942	0.9625175
ENSMUSG00000003477	9.85918	0.00145026	0.06858868	0.8348153	0.9959254
ENSMUSG00000003484	0.6449523	0.0004690029	0.07212554	0.7832491	NA
ENSMUSG00000003500	181.1775	0.007873407	0.06203746	0.6114635	0.9907391
ENSMUSG00000003518	790.4603	0.01357741	0.05806397	0.4570037	0.9833475
ENSMUSG00000003526	124.873	-0.0108717	0.06540069	0.4493109	0.9796624
ENSMUSG00000003527	125.2815	0.006832995	0.05576091	0.6929908	0.9945077
ENSMUSG00000003528	177.4125	0.01885669	0.06505704	0.2968287	0.9540687
ENSMUSG00000003531	125.3115	0.01719551	0.06726183	0.2857255	0.9483931
ENSMUSG00000003534	396.4631	0.007483107	0.05390054	0.6708887	0.9925851
ENSMUSG00000003541	34.49161	-0.007413867	0.06804509	0.4603156	0.9833475
ENSMUSG00000003545	48.47074	0.002916113	0.06315855	0.8333673	0.9959254
ENSMUSG00000003546	86.25623	0.01941975	0.07012597	0.2034835	0.9126711
ENSMUSG00000003549	87.05744	-0.01559825	0.0689663	0.2580554	0.9407565
ENSMUSG00000003555	0.05645274	0.0003352368	0.07595509	0.8001814	NA
ENSMUSG00000003559	77.93221	0.02873004	0.07349631	0.1305106	0.8728668
ENSMUSG00000003573	30.97189	0.004830098	0.06555499	0.6913135	0.9945077
ENSMUSG00000003575	833.9105	-0.005838192	0.06458338	0.6607541	0.9925851
ENSMUSG00000003581	126.841	0.04292286	0.08210816	0.05906798	0.791842
ENSMUSG00000003585	142.7753	0.008161595	0.06419282	0.5672898	0.9872442
ENSMUSG00000003604	34.69199	0.0002882609	0.06743275	0.974665	0.9983069
ENSMUSG00000003617	106.2684	0.006689359	0.06375292	0.6365557	0.9918021
ENSMUSG00000003623	278.1124	-0.01022759	0.05849335	0.5560733	0.9860567
ENSMUSG00000003644	86.18054	0.02818831	0.07273569	0.1405873	0.8817938
ENSMUSG00000003657	97.19201	0.01384516	0.07177673	0.108787	0.8539969
ENSMUSG00000003660	1630.354	-0.009698845	0.05023217	0.587235	0.9896511
ENSMUSG00000003662	295.625	0.07390138	0.10032596	0.01129626	0.5890156
ENSMUSG00000003665	9.656639	0.005212047	0.06875467	0.5031817	0.9833475
ENSMUSG00000003680	79.98208	0.01008099	0.06187238	0.5333087	0.9833475
ENSMUSG00000003721	247.1712	-0.005885232	0.05958413	0.7159395	0.9945077
ENSMUSG00000003731	591.7436	-0.005830814	0.05701029	0.7305395	0.9945077
ENSMUSG00000003746	874.132	-0.0329904	0.06469998	0.1521637	0.8817938
ENSMUSG00000003752	56.95992	0.007948447	0.06684715	0.5010396	0.9833475
ENSMUSG00000003762	88.69944	0.01404304	0.06778054	0.3144046	0.9564488
ENSMUSG00000003778	633.6757	-0.001597047	0.05521115	0.924885	0.9983069
ENSMUSG00000003779	4.971597	0.0005695248	0.06933953	0.9068263	NA
ENSMUSG00000003808	180.1785	0.009276815	0.06000458	0.5788111	0.9892007
ENSMUSG00000003809	166.9085	0.003006174	0.05868627	0.8522464	0.9967687
ENSMUSG00000003810	541.1763	-0.004582381	0.06415757	0.7317394	0.9947721
ENSMUSG00000003812	29.06447	-0.00785031	0.06822369	0.4322484	0.975772
ENSMUSG00000003813	227.6114	0.01521174	0.0629571	0.3833062	0.9751418
ENSMUSG00000003814	1386.599	0.03114148	0.0752574	0.1090561	0.8550385
ENSMUSG00000003824	6.738256	0.002786679	0.06928049	0.6157747	NA
ENSMUSG00000003847	893.2672	-0.04281613	0.0872551	0.01847985	0.6358009
ENSMUSG00000003848	101.2322	0.009116953	0.06453025	0.5249733	0.9833475
ENSMUSG00000003849	31.67793	-0.007352572	0.06746079	0.4967703	0.9833475
ENSMUSG00000003863	493.3359	0.01105315	0.05298642	0.5423689	0.9837023
ENSMUSG00000003865	84.89101	-0.02061903	0.06833079	0.2333514	0.9334812
ENSMUSG00000003868	108.157	0.008033349	0.06206798	0.6048261	0.9907391
ENSMUSG00000003872	145.4226	-0.006019964	0.0593196	0.711738	0.9945077
ENSMUSG00000003873	73.3841	0.02312967	0.07079049	0.178784	0.8976294
ENSMUSG00000003882	2.658335	-0.003725795	0.07042322	0.3116755	NA
ENSMUSG00000003923	207.7524	0.005448959	0.06501492	0.67109	0.9925851
ENSMUSG00000003929	259.1027	-0.046907	0.0812437	0.06388057	0.7980898
ENSMUSG00000003934	906.2326	0.03496415	0.06972392	0.1339638	0.8752296
ENSMUSG00000003948	1074.312	-0.0205301	0.06209084	0.2942436	0.9540687
ENSMUSG00000003949	757.8803	-0.02047603	0.07066966	0.1872483	0.9000638
ENSMUSG00000003955	84.16674	0.006922459	0.06235699	0.6465324	0.9918021
ENSMUSG00000003970	1341.728	0.004123558	0.05521606	0.8093392	0.9959254
ENSMUSG00000003974	1417.21	-0.1506538	0.09962714	0.00198932	0.3910414
ENSMUSG00000003992	655.5782	-0.008633358	0.04906543	0.6250666	0.9918021
ENSMUSG00000004018	68.31126	0.01117048	0.0658624	0.4295137	0.975772
ENSMUSG00000004031	416.5806	-0.02395922	0.06202711	0.2459776	0.9345905
ENSMUSG00000004032	528.006	-0.01404927	0.06541099	0.3723373	0.9710376
ENSMUSG00000004035	83.44047	0.0008820529	0.06163772	0.9520982	0.9983069
ENSMUSG00000004038	0.04345354	-0.0002853043	0.07585737	0.8289884	NA
ENSMUSG00000004040	355.3451	0.04085076	0.07389448	0.09917405	0.834557
ENSMUSG00000004043	14.58432	0.0056717	0.06789459	0.5504525	0.9848845
ENSMUSG00000004044	83.21937	0.02112935	0.06829507	0.2299772	0.9322443
ENSMUSG00000004054	166.6291	0.004953664	0.05095971	0.7766659	0.9959254
ENSMUSG00000004056	569.9804	-0.002291406	0.05510871	0.8926838	0.9983069
ENSMUSG00000004069	354.751	0.0122571	0.05800916	0.4946086	0.9833475
ENSMUSG00000004070	341.4043	0.02958018	0.06678023	0.1764831	0.8976294
ENSMUSG00000004071	1195.689	0.009347158	0.04335383	0.5760662	0.9892007
ENSMUSG00000004085	126.0545	-0.0231548	0.0751845	0.07198643	0.8078312
ENSMUSG00000004096	247.7395	-0.009102518	0.0574476	0.6003268	0.9905995
ENSMUSG00000004098	9.417145	0.006245508	0.06931848	0.3827937	0.9751418
ENSMUSG00000004099	415.2187	0.02374471	0.06552577	0.2341757	0.9338031
ENSMUSG00000004100	74.36933	0.009146828	0.06670316	0.4637071	0.9833475
ENSMUSG00000004105	32.27499	-0.01625409	0.07325098	0.06063097	0.7919027
ENSMUSG00000004110	5424.788	-0.02398992	0.06827471	0.2091321	0.9174882
ENSMUSG00000004113	1101.874	0.009577419	0.06042899	0.56478	0.9864033
ENSMUSG00000004127	42.41155	0.009665882	0.06905938	0.322774	0.9584649
ENSMUSG00000004151	337.3703	-0.006168554	0.05936474	0.7051012	0.9945077
ENSMUSG00000004187	1278.688	0.01553663	0.05357262	0.4101334	0.975772
